,Address,AreaName,Price ($),lat,lng
56811,"#1502 - 1403 Royal York Rd Toronto, ON",Humber Heights - Westmount,469888,43.682999,-79.525726
57348,"1537 COUNTY RD 22 Lakeshore, ON",Belle River,1050000,42.293922,-82.732079
57592,"653 Lakeshore Rd 101 Lakeshore, ON",Maidstone,649900,42.277912,-82.852165
58596,"#1111 - 300 WEBB DR Mississauga, ON",Mississauga,259999,43.585953,-79.640923
58597,"#2212 - 1 ELM DR W Mississauga, ON",Mississauga,299950,43.59063,-79.631859
58598,"2364 Cheshire Road Ottawa, ON",Iris,365000,45.353985,-75.771347
58601,"311 Mykonos Crescent Ottawa, ON",Stittsville,259900,45.284733,-75.928062
58603,"336 St Denis Street Ottawa, ON",Vanier,339900,45.440933,-75.657532
58604,"128 Potts Private Ottawa, ON",Orléans,359900,45.46101,-75.449974
58605,"3039 Uplands Drive Ottawa, ON",Hunt Club Woods - Quintarra - Revelstoke - Riverside South P,450000,45.344242,-75.686882
58607,"33 INVERKIP AVENUE Ottawa, ON",Greenboro East,349000,45.368752,-75.635155
58613,"76 GREENWOOD DR Angus, ON",Angus,393400,44.320534,-79.858894
58614,"56 GREENWOOD DR Angus, ON",Angus,412400,44.320534,-79.858894
58615,"36 GREENWOOD DR Angus, ON",Angus,416400,44.316998,-79.85746
58616,"117 COLLIER CR Angus, ON",Angus,418900,44.328831,-79.863686
58617,"13 SASCO WA Angus, ON",Angus,508900,44.32555,-79.888458
58618,"26 GREENWOOD DR Angus, ON",Angus,398400,44.316998,-79.85746
58619,"30 GREENWOOD DR Angus, ON",Angus,412400,44.316998,-79.85746
58620,"51 GREENWOOD DR Angus, ON",Angus,411400,44.316998,-79.85746
58621,"42 GREENWOOD DR Angus, ON",Angus,407400,44.316998,-79.85746
58622,"79 GREENWOOD DR Angus, ON",Angus,387400,44.320526,-79.858932
58623,"69 CURTIS ST Angus, ON",Angus,279900,44.317219,-79.8843
58625,"61 GREENWOOD DR Angus, ON",Angus,402400,44.320526,-79.858932
58626,"74 GREENWOOD DR Angus, ON",Angus,383400,44.320534,-79.858894
58628,"70 GREENWOOD DR Angus, ON",Angus,397400,44.320534,-79.858894
58630,"7 SASCO WAY Essa, ON",Essa,503900,44.344917,-79.82074
58631,"13 SASCO WAY Essa, ON",Essa,508900,44.344917,-79.82074
58632,"83 LOOKOUT ST Essa, ON",Angus,329900,44.317291,-79.856041
58634,"60 LUBA AVE Richmond Hill, ON",Richmond Hill,939900,43.908024,-79.428932
58656,"2732 DESERONTO RD #22 RD Greater Napanee, ON",Marysville,99900,44.309677,-77.096413
58661,"1508 Fry Rd Picton, ON",Prince Edward,245000,44.062355,-77.166679
58662,"347 Main St Picton Ward, ON",,999999,-999,-999
58663,"15 The Square Bayfield, ON",Bluewater,495000,43.562565,-81.699081
58670,"7 Manitou Street Embrun, ON",Embrun,257500,45.294624,-75.213692
58671,"18 Hume Dr Cambridge, ON",Fiddlesticks,599900,43.385071,-80.293198
58673,"47 ELMA Place Cambridge, ON",East Hespeler,344900,43.439743,-80.292259
58674,"121 Greengate Boulevard Cambridge, ON",Cambridge,469900,43.356941,-80.2808
58678,"24 Mettawas La Kingsville, ON",Kingsville,285000,42.027332,-82.738052
58679,"155 Augustine Kingsville, ON",Kingsville,289900,42.043652,-82.733025
58680,"41 PARK Lane Kingsville, ON",Kingsville,348900,42.027103,-82.738602
58681,"V/L MCRAE V/L MCRAE Kingsville, ON",Kingsville,209000,42.036285,-82.738983
58682,"176 Garafraxa St Chatsworth, ON",Chatsworth,449900,44.454109,-80.897293
58683,"136156 CONCESSION B DESBORO, ON",Desboro,99500,44.338615,-80.942841
58703,"28 Fire Route 89f Other Havelock, ON",Havelock,1200000,44.434399,-77.885246
58717,"96 Livingstone Ave Madoc, ON",Madoc,159900,44.501842,-77.478462
58718,"94 Livingstone Ave Madoc, ON",Madoc,159900,44.501881,-77.478294
58719,"0 UNION Road Madoc, ON",,189000,44.591,-77.555084
58721,"30 GLADSTONE Street Madoc, ON",Madoc,35000,44.509075,-77.476608
58722,"2 GLADSTONE Street Madoc, ON",Madoc,35000,44.509567,-77.474907
58723,"10 GLADSTONE Street Madoc, ON",Madoc,35000,44.509438,-77.475403
58724,"18 GLADSTONE Street Madoc, ON",Madoc,35000,44.509293,-77.475883
58725,"6 GLADSTONE Street Madoc, ON",Madoc,35000,44.509506,-77.475151
58726,"14 GLADSTONE Street Madoc, ON",Madoc,35000,44.509365,-77.475639
58728,"14 - 191 ST DAVID Street Lindsay, ON",Lindsay,59000,44.372581,-78.732224
58729,"7 LAURENT Boulevard South Lindsay, ON",Lindsay,339500,44.340179,-78.747597
58730,"231 ST. PETER Street Lindsay, ON",Lindsay,344000,44.365021,-78.731216
58735,"43 JANE Street Paris, ON",Paris,599000,43.201393,-80.389175
58736,"14 GRAYSTONE Court Brant, ON",Paris,219900,43.204613,-80.401291
58737,"18 Franklin Street Brant, ON",Paris,309900,43.202847,-80.397041
58738,"54 EAST RIVER Road Paris, ON",Paris,1199900,43.208252,-80.362213
58739,"19 Cobblestone Drive Paris, ON",Paris,449000,43.179604,-80.386696
58748,"8 Brenneman Drive Baden, ON",Baden,374900,43.401718,-80.67955
58749,"16 Brenneman Drive Baden, ON",Baden,429900,43.401558,-80.679359
58752,"521 Wyandotte Windsor, ON",City Centre,89900,42.316532,-83.029373
58753,"1149 Banwell Windsor, ON",East Riverside,335900,42.326637,-82.904114
58754,"3565 Glenwood Windsor, ON",South Windsor,219900,42.256737,-83.02404
58755,"820 William Tecumseh, ON",Windsor,189900,42.317814,-82.884979
58756,"2903 Jefferson Windsor, ON",Fontainbleu,175000,42.30024,-82.945961
58757,"5928 Ballantrae Windsor, ON",Malden,309900,42.25016,-83.076805
58758,"5516 Empress Windsor, ON",East Windsor,109900,42.310947,-82.959526
58759,"324 Giles Bl Windsor, ON",South Central,104900,42.304348,-83.034554
58760,"1096 Wigle Windsor, ON",Sandwich,109900,42.293648,-83.067024
58761,"2211 Fraser Windsor, ON",Walkerville,112900,42.296848,-83.015808
58762,"1810 Luxury Windsor, ON",East Riverside,247700,42.320259,-82.907593
58763,"2612 Remington Windsor, ON",Remington Park,99900,42.287418,-83.011314
58764,"2482 Rossini Windsor, ON",Fontainbleu,88800,42.302773,-82.970413
58765,"3539 King Windsor, ON",Sandwich,99900,42.293045,-83.076279
58766,"2770 Curry Windsor, ON",South Windsor,235000,42.271027,-83.029785
58767,"3546 Girardot Windsor, ON",Sandwich,107500,42.291103,-83.069618
58768,"491 Curry Windsor, ON",University,89888,42.309158,-83.054649
58769,"2475-85 Mcdougall Windsor, ON",South Central,25,42.292072,-83.017502
58770,"1815 Buckingham Windsor, ON",East Windsor,166900,42.314274,-82.965988
58771,"3521 Ouellette Windsor, ON",South Windsor,499999,42.264111,-83.005264
58775,"1925 Northway Windsor, ON",South Cameron,234900,42.281067,-83.051781
58776,"168 Laurier LaSalle, ON",Windsor,259900,42.235596,-83.09967
58777,"1745 Sprucewood LaSalle, ON",Windsor,679000,42.246895,-83.062836
58778,"V/L Broderick LaSalle, ON",LaSalle,74900,42.201267,-83.015945
58779,"1034 EDWARD Windsor, ON",Riverside,144900,42.326893,-82.949646
58780,"3590 WOODLAND Windsor, ON",South Windsor,224900,42.260208,-83.011612
58781,"1361 KATELLA Windsor, ON",East Riverside,349900,42.323879,-82.909904
58782,"2677 PAUL MARTIN Windsor, ON",South Windsor,359900,42.268154,-83.045258
58783,"2239 LONGFELLOW Windsor, ON",South Cameron,349900,42.281319,-83.033142
58784,"974 WYANDOTTE East Windsor, ON",Walkerville,449000,42.319244,-83.022919
58785,"1221 LABADIE Windsor, ON",East Windsor,98500,42.320396,-82.989426
58786,"4655 UNICORN Windsor, ON",Roseland,299900,42.248661,-82.970222
58787,"4734 KOMINAR Windsor, ON",Roseland,299900,42.236515,-82.991989
58788,"650 CABANA West Windsor, ON",Roseland,229900,42.256741,-83.00769
58789,"1640 CATARAQUI|Unit 2 Windsor, ON",Walkerville,850,42.320072,-83.014328
58790,"2578 CHANDLER Windsor, ON",Fontainbleu,149900,42.296604,-82.980576
58792,"4442 VILLA PARADISO CR Windsor, ON",Roseland,749900,42.241505,-83.008026
58793,"2444 RADCLIFF Windsor, ON",East Riverside,259900,42.314999,-82.895042
58794,"2920 SCOTIA Windsor, ON",Fontainbleu,199900,42.297134,-82.953819
58809,"000 Hwy 638 Echo Bay, ON",Echo Bay,75000,46.484993,-84.064331
58874,"75 LYFYTT CRESCENT Barrie, ON",Barrie,310000,44.410927,-79.714348
58875,"45 PENTON DRIVE Barrie, ON",Barrie,479900,44.405613,-79.726288
58877,"4 PARISIAN CR Barrie, ON",Barrie,509500,44.360977,-79.616837
58878,"10 BIRD ST Barrie, ON",Barrie,449900,44.379654,-79.728989
58879,"40 BIRD ST Barrie, ON",Barrie,459000,44.37915,-79.731133
58880,"5 MCKENZIE CR Barrie, ON",Barrie,475000,44.355736,-79.719498
58881,"107 ESTHER DR Barrie, ON",Barrie,599000,44.349564,-79.640358
58884,"80 WORSLEY ST Barrie, ON",Barrie,799000,44.391781,-79.687141
58885,"56 RUNDLE CRESCENT Barrie, ON",Barrie,339900,44.32386,-79.722069
58887,"149 BURNS CIRCLE Barrie, ON",Barrie,299900,44.393723,-79.730354
58888,"11 SYDENHAM WL Barrie, ON",Barrie,414900,44.389355,-79.690331
58889,"71 VERSAILLES CR Barrie, ON",Barrie,569900,44.36507,-79.60601
58890,"64 FORSYTH CR Barrie, ON",Barrie,375000,44.412994,-79.720398
58891,"20 OAKLEY PARK SQ Barrie, ON",Barrie,435000,44.400845,-79.682663
58892,"34 PRINCE WILLIAM WA Barrie, ON",Barrie,549900,44.361698,-79.614655
58893,"# E3 - 167 EDGEHILL DR Barrie, ON",Barrie,186900,44.383045,-79.714157
58894,"40 TOUCHETTE DR Barrie, ON",Barrie,439900,44.341637,-79.701981
58895,"23 CRIMSON RIDGE RD Barrie, ON",Barrie,779900,44.365921,-79.640633
58897,"#7&amp;8 - 521 DUNLOP STREET Barrie, ON",Barrie,0,44.37331,-79.723656
58899,"233 Queen St Paisley, ON",Paisley,169900,44.303013,-81.271675
58900,"604 Queen St Paisley, ON",Paisley,150000,44.306168,-81.272766
58962,"18 INDUSTRIAL Drive Caledonia, ON",Caledonia,0,43.090218,-79.951965
58964,"411 HALDIBROOK Road Caledonia, ON",Caledonia,399900,43.082687,-79.846519
58965,"100 HIGHLAND Boulevard Caledonia, ON",Caledonia,469900,43.059006,-79.943008
58970,"57 Penny Crt Garson, ON",Sudbury,224900,46.548145,-80.871025
58971,"121 Garson Coniston Rd Garson, ON",Sudbury,359900,46.546459,-80.856552
58972,"685698 HIGHWAY 2 Norwich, ON",Woodstock,249000,43.14122,-80.677269
58973,"294 MAIN Street West Otterville, ON",Otterville,239500,42.925106,-80.612434
58974,"270 Main Street Otterville, ON",Otterville,229900,42.916744,-80.670021
58975,"4 GILLIS Street Fenelon Falls, ON",,399000,-999,-999
58982,"564 Concession 7 Kincardine, ON",Tiverton,499000,44.201672,-81.536369
58983,"381 Murray Blvd Kincardine, ON",Kincardine,329900,44.16169,-81.630165
58984,"#4 - 160 Mahood Johnson Dr Kincardine, ON",Kincardine,995,44.162399,-81.650337
58985,"889 Queen St Kincardine, ON",Kincardine,159900,44.1791,-81.633469
58986,"1136 PRINCES ST N Kincardine, ON",Kincardine,189700,44.18449,-81.627563
58987,"12 LOWRY Lane KINLOSS TWP, ON",,769700,-999,-999
58991,"17 PARKWAY Place Dundas, ON",Dundas,499900,43.279808,-79.93499
58992,"13 MCMASTER Avenue Dundas, ON",Dundas,539900,43.261669,-79.936668
58993,"74 BEST Avenue Dundas, ON",Dundas,499900,43.3022,-79.910789
58994,"188 AIRPORT ROAD Petawawa, ON",Pembroke,219900,45.858719,-77.23745
59000,"135 MILLFORD RD Thunder Bay, ON",Thunder Bay,728900,48.405483,-89.369804
59002,"#301 - 800 GORDON ST Thunder Bay, ON",Thunder Bay,189900,48.37228,-89.293297
59003,"260 TOIVO STREET Thunder Bay, ON",Thunder Bay,425000,48.454872,-89.271606
59004,"#206 - 253 PIONEER DR. Thunder Bay, ON",Thunder Bay,287300,48.452217,-89.282448
59005,"196 FAIRBANK CRES Thunder Bay, ON",Thunder Bay,284900,48.441761,-89.263466
59006,"337 BRODIE NORTH Thunder Bay, ON",Thunder Bay,109900,48.388573,-89.246964
59007,"638 MINTO PLACE Thunder Bay, ON",Thunder Bay,269900,48.374649,-89.276909
59008,"338 CROSSBOW STREET Thunder Bay, ON",Thunder Bay,229900,48.454506,-89.284073
59048,"4 Grist Mill Dr Halton Hills, ON",Halton Hills,639900,43.635918,-79.913597
59049,"28 North Ridge Cres Halton Hills, ON",Halton Hills,1050000,43.632095,-79.921211
59050,"110 Lynden Circ Halton Hills, ON",Halton Hills,350000,43.660988,-79.912628
59051,"266 EATON ST Halton Hills, ON",Halton Hills,1329000,43.634743,-79.899895
59052,"292/298 Fergus St Wellington North, ON",Mount Forest,249500,43.979923,-80.729401
59098,"802 223 Erb Street W Waterloo, ON",Waterloo,480000,43.459091,-80.536346
59099,"309 265 Westcourt Place Waterloo, ON",Waterloo,234900,43.460617,-80.540634
59100,"93 Bridgeport Road Waterloo, ON",Waterloo,1200,43.469501,-80.513306
59101,"285 Sandowne Drive Waterloo, ON",Waterloo,214900,43.490597,-80.504242
59102,"30 Blue Springs Drive Waterloo, ON",Waterloo,239000,43.488773,-80.525902
59103,"6 Willow Street Waterloo, ON",Waterloo,389900,43.465473,-80.516914
59104,"225 Harvard Place Waterloo, ON",Waterloo,179900,43.483948,-80.505119
59105,"71 Churchill Street Waterloo, ON",Beechwood,249900,43.455547,-80.551048
59106,"4 489 Beechwood Drive Waterloo, ON",Beechwood,269900,43.451042,-80.560593
59107,"66 Blythwood Road Waterloo, ON",Waterloo,399900,43.488037,-80.532578
59108,"255 KEATS WAY Waterloo, ON",Beechwood,559900,43.462029,-80.543541
59109,"249 Cedarbrae Avenue Waterloo, ON",Waterloo,200000,43.485466,-80.551476
59110,"90 Weber Street Waterloo, ON",Waterloo,125000,43.47179,-80.513451
59111,"132 Brighton Street Waterloo, ON",Waterloo,260000,43.470993,-80.517624
59112,"318 Spruce Street Waterloo, ON",Waterloo,285000,43.479122,-80.526459
59113,"781 MUNICH CIRC Waterloo, ON",Waterloo,699900,43.460583,-80.590004
59114,"573 Glendene Crescent Waterloo, ON",Waterloo,400000,43.492081,-80.558624
59115,"85 Duke Street Waterloo, ON",City Commercial Core,1325,43.449802,-80.48555
59121,"42 Pavillion Rd Kawartha Lakes, ON",Kawartha Lakes,154900,44.477951,-78.65963
59122,"5 2nd St Kawartha Lakes, ON",Kawartha Lakes,268900,44.479504,-78.656937
59123,"LOT 20 KENNEDY BAY RD Dunsford, ON",Kawartha Lakes,57000,44.440945,-78.683876
59124,"11 PAVILLION Road Dunsford, ON",Kawartha Lakes,144999,44.478767,-78.656242
59126,"173 Templeton Cres St. Clair, ON",Courtright,129500,42.816792,-82.462334
59129,"238 PARK AVENUE Carleton Place, ON",Carleton Place,264900,45.135471,-76.130684
59130,"123 CARLBECK DRIVE S Carleton Place, ON",Carleton Place,549900,45.103096,-76.14183
59223,"64 ERIE Street South Ridgetown, ON",Ridgetown,197000,42.435349,-81.881874
59304,"77 Hatton Garden Rd Vaughan, ON",Woodbridge,1677700,43.844021,-79.570503
59305,"#7 - 7611 Pine Valley Dr Vaughan, ON",Woodbridge,550000,43.782932,-79.571617
59307,"#231 - 8201 Islington Ave Vaughan, ON",Woodbridge,338800,43.793182,-79.58416
59308,"245 Poetry Dr Vaughan, ON",Woodbridge,1388800,43.850571,-79.575966
59309,"183 Toscana Rd Vaughan, ON",Woodbridge,799000,43.817589,-79.61908
59310,"24 Agar Lane Vaughan, ON",Woodbridge,798000,43.792824,-79.599419
59312,"72 Montcalm Blvd Vaughan, ON",Woodbridge,699900,43.831779,-79.561554
59313,"21 Brasswinds Crt Vaughan, ON",Woodbridge,799900,43.781002,-79.617538
59314,"38 George Bogg Rd Vaughan, ON",Woodbridge,698880,43.781757,-79.582771
59315,"171 Blackburn Blvd Vaughan, ON",Woodbridge,4988000,43.812458,-79.565468
59316,"47 GRAND VELLORE CRES Vaughan, ON",Woodbridge,2750000,43.829693,-79.580627
59317,"7861 MARTIN GROVE RD Vaughan, ON",Woodbridge,659900,43.781319,-79.610596
59318,"669 DAVOS RD Vaughan, ON",Woodbridge,1450000,43.83279,-79.583443
59319,"19 SUMMIT DR Vaughan, ON",Vaughan,690000,43.857246,-79.555244
59320,"37 HANSARD DR Vaughan, ON",Woodbridge,828800,43.852207,-79.564873
59327,"137 CHARETTE Chelmsford, ON",Chelmsford,219900,46.578411,-81.196823
59328,"205 South Riverview Amherstburg, ON",Amherstburg,389000,42.182869,-83.076187
59329,"22 Martin Amherstburg, ON",Amherstburg,469888,42.101089,-83.08918
59330,"69 Maple Av Amherstburg, ON",Amherstburg,333000,42.107327,-83.111382
59331,"441 Brown Cr Amherstburg, ON",Amherstburg,285900,42.132732,-83.091682
59332,"22 MARTIN Amherstburg, ON",Amherstburg,469888,42.101089,-83.08918
59333,"125 VIRGINIA Amherstburg, ON",Amherstburg,189900,42.107403,-83.091629
59334,"V/L RENAUD V/L RENAUD Amherstburg, ON",Amherstburg,159900,42.101379,-83.108696
59335,"#103 - 18 Holborn Crt Kitchener, ON",Stanley Park,125000,43.449825,-80.44236
59336,"49 Edna Street Kitchener, ON",Central Frederick,275000,43.459652,-80.475121
59337,"31 Limerick Drive Kitchener, ON",Pioneer Tower West,430000,43.403355,-80.386147
59339,"87 KRUG Street Kitchener, ON",Auditorium,294900,43.45108,-80.476501
59340,"59 Eby Street Kitchener, ON",Cedar Hill,359900,43.446217,-80.485817
59341,"125 Margaret Avenue Kitchener, ON",Mount Hope Huron Park,398500,43.458847,-80.490898
59342,"3227 King Street Kitchener, ON",Centreville Chicopee,209900,43.425385,-80.425407
59344,"27 SASSAFRAS Street Kitchener, ON",Highland West,554900,43.434597,-80.555077
59345,"86 RANDERSON Avenue Kitchener, ON",Eastwood,369900,43.445522,-80.461761
59346,"9 Major Street Kitchener, ON",Mount Hope Huron Park,259900,43.459702,-80.484322
59347,"492 Beaumont Crescent Kitchener, ON",Grand River South,1550,43.440228,-80.419228
59348,"450 Westforest Trail Kitchener, ON",Highland West,319900,43.429581,-80.544823
59349,"1123 King Street Kitchener, ON",King East,2800,43.441471,-80.471161
59350,"132 Carnaby Place Kitchener, ON",Idlewood,369800,43.453304,-80.434334
59352,"125 Margaret Avenue Kitchener, ON",Mount Hope Huron Park,398500,43.458847,-80.490898
59354,"131 St.Leger Street Kitchener, ON",Mount Hope Huron Park,1499,43.460991,-80.487816
59355,"113 Adelaide Street Kitchener, ON",Victoria Hills,250000,43.444016,-80.514168
59357,"294 Fergus Avenue Kitchener, ON",Stanley Park,214900,43.437721,-80.435616
59358,"793 Commonwealth Crescent Kitchener, ON",Laurentian West,1575,43.403507,-80.503876
59359,"2 Shoreacres Drive Kitchener, ON",Kitchener,489900,43.450302,-80.483192
59360,"22 River Valley Drive Kitchener, ON",Hidden Valley,1399900,43.414192,-80.431244
59361,"75 Scholfield Avenue Welland, ON",Welland,242900,42.991776,-79.233307
59363,"45 Margaret Street Welland, ON",Welland,199900,43.002228,-79.248047
59364,"77 GOLDEN BLVD W Welland, ON",Welland,600000,42.987988,-79.229996
59366,"36 185 DENISTOUN Street Welland, ON",Welland,130000,42.987778,-79.257614
59367,"75 SCHOLFIELD Avenue S Welland, ON",Welland,242900,42.991776,-79.233307
59368,"281 Wallace Avenue Welland, ON",Welland,199900,42.987442,-79.234444
59369,"122 HELLEMS Avenue Welland, ON",Welland,699900,42.990074,-79.246674
59370,"145 Darby Road Welland, ON",Welland,425000,42.996067,-79.195389
59371,"77 GOLDEN BLVD W Welland, ON",Welland,600000,42.987988,-79.229996
59372,"62 BRANT ST E Orillia, ON",Orillia,359900,44.614384,-79.420761
59373,"30 COURTLAND Street Ramara, ON",Orillia,252000,44.600986,-79.361488
59399,"2198 Doe Lake Rd Gravenhurst, ON",Gravenhurst,99900,44.930111,-79.201164
59400,"510 Bishop St Gravenhurst, ON",Gravenhurst,866000,44.91811,-79.366104
59401,"370 SEGWUN Boulevard Gravenhurst, ON",Gravenhurst,384000,44.928612,-79.386292
59402,"1020 ENNIS BAY RD S Bracebridge, ON",Gravenhurst,749000,44.990154,-79.352684
59404,"1547 Heatherglen Dr Tecumseh, ON",Windsor,339900,42.306274,-82.87291
59405,"526 ST. PIERRE Tecumseh, ON",Windsor,209900,42.323116,-82.887375
59406,"465 ST. PIERRE Tecumseh, ON",Windsor,139900,42.324017,-82.88813
59408,"12555 COUNTY #43 ROAD Winchester, ON",Winchester,599900,45.110901,-75.343788
59430,"28 WEST Drive Comber, ON",Lakeshore,25500,42.313564,-82.547501
59431,"33 Emily Carr Cres Caledon, ON",Bolton,799000,43.870171,-79.75592
59444,"248 Taunton Rd Oshawa, ON",Samac,520000,43.931107,-78.888161
59445,"527 Aldershot Dr Oshawa, ON",Eastdale,470000,43.920147,-78.820602
59446,"463 Ormond Dr Oshawa, ON",Samac,549988,43.938705,-78.863251
59447,"302 Killarney Crt Oshawa, ON",Lakeview,349900,43.867363,-78.850914
59448,"913 FETCHISON DR Oshawa, ON",Taunton,469000,43.947197,-78.853508
59460,"597 County Rd 34 Leamington, ON",Leamington,199900,42.071648,-82.52346
59461,"79 ELLIOT Leamington, ON",Leamington,109500,42.056763,-82.605827
59462,"2 HAYWARD Street Leamington, ON",Leamington,245000,42.038395,-82.591019
59463,"25 CLARK Street East Leamington, ON",Leamington,121500,42.055611,-82.596947
59464,"45 CLARK Leamington, ON",Leamington,114900,42.055565,-82.595192
59465,"120 OAK Leamington, ON",Leamington,239000,42.04686,-82.61676
59466,"597 COUNTY RD 34 Leamington, ON",Leamington,199900,42.071648,-82.52346
59467,"70 PULLEY Leamington, ON",Leamington,209900,42.056782,-82.468781
59520,"189 GARDEN STREET Pembroke, ON",Pembroke,227500,45.811523,-77.105133
59521,"631 MCGEE STREET Pembroke, ON",Pembroke,115000,45.81953,-77.133942
59522,"535 MILLER STREET Pembroke, ON",Pembroke,122500,45.82119,-77.128281
59523,"321 FRASER STREET Pembroke, ON",Pembroke,216500,45.824085,-77.099991
59524,"361 DORAN STREET Pembroke, ON",Pembroke,229900,45.820679,-77.119766
59525,"191 PLEASANTVIEW DRIVE Pembroke, ON",Pembroke,289999,45.806049,-77.079002
59526,"12 BRIAN STREET Pembroke, ON",Pembroke,299999,45.845711,-77.198105
59527,"609 HAMILTON STREET Pembroke, ON",Pembroke,229900,45.819527,-77.13662
59528,"580 HAMILTON STREET W Pembroke, ON",Pembroke,219000,45.81744,-77.135017
59529,"1303 Wood Rd Tay Township, ON",,875000,-999,-999
59530,"60 Normandie Avenue Embrun, ON",Embrun,312500,45.280064,-75.261154
59531,"201 BELFORT STREET Embrun, ON",Embrun,304900,45.285759,-75.265747
59533,"4845 County Road 2 Other Leeds And 1000 Islands, ON",,279900,-999,-999
59534,"918 Howe Island Dr Howe Island, ON",,389000,-999,-999
59535,"18 Windsor Dr Gananoque, ON",Gananoque,349000,44.323105,-76.173363
59536,"225 James A. Brennan Rd Gananoque, ON",Gananoque,454900,44.340752,-76.167648
59537,"40 Swenson St New Tecumseth, ON",Alliston,519000,44.166218,-79.868767
59538,"313 Victoria St New Tecumseth, ON",Alliston,549800,44.156967,-79.855293
59539,"45 IRWIN CR Alliston, ON",Alliston,437500,44.163212,-79.869591
59540,"161 BELLA VISTA TR New Tecumseth, ON",Alliston,739900,44.154873,-79.807098
59541,"2 LA COSTA CRT New Tecumseth, ON",Alliston,479900,44.160706,-79.809151
59542,"163 SHEPHARD AVE New Tecumseth, ON",Alliston,624800,44.165756,-79.873962
59543,"1 ARTISAN LANE New Tecumseth, ON",Alliston,473000,44.159512,-79.804832
59544,"2 LA COSTA CT New Tecumseth, ON",Alliston,479900,44.160706,-79.809151
59545,"138 Angus Dr Ajax, ON",Ajax,599000,43.856586,-79.014526
59546,"23 Warburton Dr Ajax, ON",Ajax,599900,43.891834,-79.036293
59547,"#311 - 2 Westney Rd Ajax, ON",Ajax,280000,43.85704,-79.042229
59548,"56 Torr Lane Ajax, ON",Ajax,369900,43.861069,-79.017479
59549,"17 Perfitt Cres Ajax, ON",Ajax,519900,43.874413,-79.025948
59550,"30 Lucas Lane Ajax, ON",Ajax,440000,43.829193,-79.022728
59551,"31 Malthouse Cres Ajax, ON",Ajax,775888,43.880516,-79.008171
59552,"4 Macey Crt Ajax, ON",Ajax,359898,43.85302,-79.056183
59553,"56 Dreyer Dr Ajax, ON",Ajax,579000,43.832729,-79.008034
59554,"658 Taunton Rd Ajax, ON",Ajax,1990000,43.888687,-79.073074
59555,"244 Lake Drive Way Ajax, ON",Ajax,699900,43.858402,-78.981392
59556,"462 TAUNTON RD Ajax, ON",Ajax,1294000,43.891037,-79.063744
59557,"74 DUCATEL CRES Ajax, ON",Ajax,465000,43.8619,-79.031395
59558,"20 PATTERSON CRES Ajax, ON",Ajax,498000,43.857765,-79.036682
59559,"21 HORNETT WAY Ajax, ON",Ajax,649990,43.881065,-79.002678
59560,"1 BARBOUR CRES Ajax, ON",Ajax,729000,43.837337,-79.001244
59561,"7 ALDONSCHOOL Court Ajax, ON",Ajax,499900,43.839771,-79.01181
59562,"9 MCGREGOR DR Ajax, ON",Ajax,699000,43.877571,-79.055885
59563,"19 BRANDWOOD SQ Ajax, ON",Ajax,725000,43.896461,-79.01342
59564,"70 TOZER CRES Ajax, ON",Ajax,599000,43.88282,-79.047539
59565,"31 HETTERSLEY DR Ajax, ON",Ajax,699000,43.860069,-79.044289
59566,"138 ANGUS DR Ajax, ON",Ajax,599000,43.856586,-79.014526
59567,"65 MACDERMOTT DR Ajax, ON",Ajax,729900,43.870922,-79.059692
59568,"11 NAPIER MEWS DR Ajax, ON",Ajax,809990,43.850857,-79.02037
59569,"15 ARFIELD AVE N Ajax, ON",Ajax,699900,43.889786,-79.011497
59570,"29 KEYWOOD ST Ajax, ON",Ajax,499900,43.847301,-78.991562
59571,"51 MUSCAT CRES Ajax, ON",Ajax,998888,43.899349,-79.019028
59572,"8 CARLTON Crescent Omemee, ON",Kawartha Lakes,259900,44.294315,-78.551994
59574,"36 Shelton Dr Ingersoll, ON",Ingersoll,309900,43.045147,-80.904587
59575,"306 KING Street West Ingersoll, ON",Ingersoll,180000,43.032623,-80.893333
59576,"3 WOLFE AVENUE Deep River, ON",Deep River,119900,46.102589,-77.496147
59577,"34464 B HIGHWAY 17 HIGHWAY Deep River, ON",Laurentian Hills,199900,46.132423,-77.550743
59578,"1561 Panache North Shore Rd Whitefish, ON",Sudbury,439900,46.269348,-81.377289
59580,"112 Rideau Street Merrickville, ON",Merrickville,274000,44.919548,-75.838005
59589,"#2 - 96 Centennial Pkwy Hamilton, ON",Riverdale West,199900,43.231441,-79.762329
59590,"359 Bailey Ave Hamilton, ON",Ancaster,595000,43.236969,-79.962349
59591,"1144 Main St Hamilton, ON",Westdale South,169000,43.258129,-79.911804
59592,"14 LEEMING Street Hamilton, ON",Landsdale,349900,43.256519,-79.848213
59593,"20 MATTEO Trail Hamilton, ON",Sheldon,599900,43.208488,-79.906693
59595,"136 BRANTDALE Avenue Hamilton, ON",Southam,369000,43.241314,-79.879761
59596,"174 PALING Avenue Hamilton, ON",Homeside,287800,43.242466,-79.79982
59597,"25 BRITTEN Close Hamilton, ON",Rolston,189900,43.225193,-79.901474
59598,"34 NOVOCO Drive Hamilton, ON",Gurnett,389900,43.221645,-79.91864
59599,"66 BAY Street Hamilton, ON",Durand,439900,43.255989,-79.875145
